Cell ID,Entity,Dimension Code,Policy Dimension,What to Assess,NDC Source/Page,NDC Evidence Excerpt,IPCC Source/Page,IPCC Evidence Excerpt,Figure 2 System Score,Figure 2 System Class,Human Classification,Human Confidence,Reviewer Rationale,Evidence Sufficient?,Suggested Action,Cut-off Flag,Exact Match,Reviewer ID,Review Date,Review Scope
GC-048,India,D6,Transport Sector Targets,Transport electrification/modal shift/sector target vs IPCC transport mitigation pathway,"PM E-DRIVE scheme (successor to FAME I/II, launched 2024); COP26 100% EVs declaration (signed by India, 2021)","India signed the COP26 100% EVs declaration with a focus on two- and three-wheelers, and separately has floated a plan for all two-wheelers to be electric by 2026. PM E-DRIVE provides INR 36.79 billion (USD 438 million) in incentives for battery-powered two/three-wheelers, ambulances, trucks and other EVs, following FAME I/II's INR 100bn+115bn outlay. However, Climate Action Tracker (secondary) notes 'overall adoption of EV is slow,' and separately flags that 'plans to shift long-haul trucks to LNG risk locking in fossil fuel use.' No absolute transport-sector emissions target or economy-wide electrification-share target was found in the NDC itself.",IPCC AR6 WGIII Ch.10,1.5°C (no/limited overshoot) pathways require a 59% [42–68%] reduction in transport CO2 by 2050 vs modelled 2020 levels; light-duty-vehicle electrification is the leading near-term lever.,1,Absent,Not Comparable,Medium,"The system's default score (1.00 → 'Absent') undersells real, quantified financial incentive programs and an ambitious (if informal) two-wheeler EV target. But none of this is expressed as an absolute transport-emissions or economy-wide electrification-share figure comparable to AR6's 59%-by-2050 metric, and the concurrent LNG-truck lock-in risk cuts against the incentive schemes' net direction.",Partly,Revise Class,,0,Reviewer 1,2026-08-07,Formal cut-off-compliant 8-cell subset
GC-049,India,D7,LULUCF and Carbon Sinks,"Land-use commitments, sink accounting, additionality, and offsets","India's NDC (2031-2035), April 2026","NDC commits to an additional carbon sink of 3.5–4.0 billion tonnes CO2e through enhanced forest and tree cover by 2035, up from the prior 2.5–3.0 billion tonne target for 2030. As of 2025, India reports having already created 2.29 billion tonnes CO2e of additional sink since 2005, putting the 2030 milestone within close reach. Notably, per Climate Action Tracker (secondary, 2023), 'India did not sign up to the COP26 forest declaration' on halting and reversing forest loss by 2030, a separate international commitment.",IPCC AR6 WGIII Ch.7 (AFOLU),"AFOLU can provide 20–30% of global mitigation needed for 1.5/2°C pathways to 2050 (~8–14 GtCO2e/yr economic potential), led by forest/ecosystem protection; the chapter flags long-term additionality and permanence uncertainty for land-sink-heavy strategies.",0.7,Significant,Significant,High,"This is a well-quantified, separately tracked (not blended into a 'net' headline figure) sink target with credible progress data, a stronger transparency position than most peers reviewed. It falls short of 'Aligned' mainly because it is not benchmarked against AR6's AFOLU mitigation-share methodology, and continued coal expansion elsewhere in India's energy system means the sink target is not paired with a corresponding absolute-emissions constraint.",Yes,Retain Figure 2 Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Extended 35-cell diagnostic subset
GC-050,Indonesia,D1,Renewable Energy Targets,Share of renewable/non-fossil electricity or installed capacity vs IPCC electricity-share benchmark,"Indonesia's Second NDC (SNDC, submitted UNFCCC Oct 27, 2025), referencing the National Energy Policy; Just Energy Transition Partnership (JETP, 2022, separate from NDC)","NDC references the National Energy Policy's primary energy supply mix targets: 19–23% renewable energy by 2030, 36–40% by 2040, 70–72% by 2060. Separately, the JETP (an international partnership, not part of the NDC itself) targets 44% on-grid renewable power by 2030, up from 15% in 2023 — a more ambitious figure than the NDC's own energy-mix target, but JETP financing 'remains dominated by loans' (Climate Action Tracker, secondary) and implementation lags.",IPCC AR6 WGIII Ch.6; SPM.3,1.5–<2°C pathways: low-carbon sources ~93–97% of global electricity by 2050. CAT's Indonesia-specific 1.5°C-compatible benchmark (secondary) is 55–82% renewable power by 2030.,0.7,Significant,Critical,High,"The NDC's own headline renewable target (19–23% of the total energy mix by 2030) is dramatically below even the separate JETP power-sector goal (44% by 2030), which itself falls well short of the 55–82% CAT says is needed for 1.5°C alignment — a large, multi-layered gap between the NDC text, the country's own more ambitious side-agreement, and the science-based benchmark.",Yes,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-051,Indonesia,D2,Net Zero Pathway,"Net-zero target year, gases/sectors covered vs IPCC net-zero trajectory","2035 NDC (Oct 2025); Long-Term Strategy for Low Carbon and Climate Resilience (LTS-LCCR, submitted 2021)","Indonesia targets net zero by 2060 'or sooner.' However, the unconditional 2035 scenario shows emissions rising 56% above 2019 levels by 2035, continuing to rise for 25 years and peaking in 2050 'at more than double 2019 levels' (excl. LULUCF) (Climate Action Tracker, secondary). The conditional (internationally-supported) scenarios offer only marginally stronger near-term reductions and still rely on steep post-2035 cuts to reach net zero.",IPCC AR6 Synthesis Report SPM B.6; WGIII Ch.3,"1.5°C (no/limited overshoot) pathways reach net-zero CO2 in the early 2050s, with GHG cuts of 43% [34–60%] by 2030 and 84% [73–98%] by 2050 vs 2019.",0.7,Significant,Critical,High,"While CAT itself calls the 2060 net-zero *date* 'ambitious and broadly aligned' for a developing economy, the near-term pathway text of the NDC directly undermines that framing: an unconditional scenario with emissions still rising 25 years from now, peaking at double 2019 levels in 2050, is fundamentally inconsistent with any AR6-aligned trajectory regardless of the eventual net-zero year.",Yes,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-052,Indonesia,D3,Methane Reduction,Specific methane reduction commitment vs IPCC rapid methane reduction requirement,2035 NDC (Oct 2025); University of Maryland/CGS working paper on Indonesia's 2035 NDC and net-zero pathways (2025),"No quantified methane target was found in the NDC. Independent academic analysis (CGS, secondary) states plainly: 'Policy attention to methane (CH4) and other non-CO2 gases is largely missing, with high data uncertainty.' Climate Action Tracker (secondary) confirms: 'Major sources, including agricultural methane, landfill gas, and coalmine methane, remain largely unaddressed, despite being recognised as low-cost, high-impact mitigation opportunities.'",IPCC AR6 Synthesis Report SPM B.6.2,1.5°C (>50%) no/limited-overshoot pathways: global methane emissions reduced 34% [21–57%] by 2030 relative to 2019.,0.7,Significant,Absent,High,"Two independent sources converge on the same finding — no methane-specific policy attention or quantified target exists in Indonesia's NDC, despite methane being explicitly flagged as a 'low-cost, high-impact' opportunity being left on the table. This matches the rubric's definition of Absent.",Yes,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-053,Indonesia,D4,Adaptation Finance,Quantified adaptation finance needs/commitments and conditionality,"Second NDC (Oct 2025); National Adaptation Plan (NAP) 2026–2030, submitted UNFCCC 2025","NDC states USD 18.5 billion (IDR 304.8 trillion) was allocated for climate-related purposes 2020–2023, and estimates a total investment need of USD 472.6 billion for 2030–2035 across energy, agriculture, FOLU and waste sectors. Neither figure is disaggregated between mitigation and adaptation, or between domestic and international sources — Climate Action Tracker (secondary) explicitly notes the $472.6bn figure is presented 'without distinguishing between domestic investment and international climate finance needs.' A full National Adaptation Plan (2026–2030, pathway toward 2035) was separately submitted to the UNFCCC in 2025.","IPCC AR6 WGII SPM C.3, C.5","AR6 WGII documents a widening adaptation finance gap; most tracked climate finance still goes to mitigation, and adaptation finance falls short of documented needs in developing countries.",0.65,Significant,Significant,Medium,"A formal NAP and large aggregate finance figures are genuine evidence of adaptation planning and cost awareness, but the consistent lack of adaptation-specific disaggregation (flagged independently by CAT) means the true scale of adaptation-dedicated finance cannot be confirmed from the NDC text.",Partly,Retain Figure 2 Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-054,Indonesia,D5,Loss and Damage,"Loss and Damage finance needs, liability/compensation references, or related commitments","Second NDC (Oct 2025), adaptation section","Per WRI Indonesia (secondary summarizing NDC content), 'the government assesses research needs and gaps related to loss and damage, including slow-onset events and extreme disasters' — a real but preliminary, research/assessment-stage reference rather than a quantified finance need or funded program. Separately, academic analysis (Apresian, 2025) documents that Indonesian government agencies (BAPPENAS and the Ministry of Environment and Forestry) currently use different methods to measure loss and damage, producing inconsistent figures between planning documents.",IPCC AR6 WGII SPM B,"AR6 WGII recognizes losses and damages as escalating, unequally distributed, and worsening with each increment of warming, with hard/soft adaptation limits already reached in some systems.",0,Aligned,Significant,Medium,"The system's default score (0.00 → 'Aligned') is a poor fit — Indonesia has real but nascent L&D content in its NDC (a commitment to *assess* needs and gaps, not a funded program or harmonised methodology), and independent research shows measurement of loss and damage is currently inconsistent even within the Indonesian government itself.",Partly,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-055,Indonesia,D6,Transport Sector Targets,Transport electrification/modal shift/sector target vs IPCC transport mitigation pathway,Presidential Decree No. 55/2019; National Industry Masterplan (RIPIN) 2015-2035; Second NDC (Oct 2025) mitigation priorities,"Indonesia's SNDC lists 'accelerating electric vehicle and biofuel deployment' among its mitigation priorities. The quantified EV targets live in adjacent instruments: 15 million EVs by 2030 (1.97 million electric cars, 12.9 million electric motorcycles), and separate production targets of 6 million two/three-wheeler EVs by 2025 and 12 million by 2035 (RIPIN). Academic analysis (ADB, secondary, referencing the prior NDC cycle) notes transport mitigation historically relied mainly on 'biofuel and natural gas to substitute petroleum' rather than a structural transport-emissions target.",IPCC AR6 WGIII Ch.10,1.5°C (no/limited overshoot) pathways require a 59% [42–68%] reduction in transport CO2 by 2050 vs modelled 2020 levels; light-duty-vehicle electrification is the leading near-term lever.,0,Aligned,Not Comparable,Medium,"The system's default score (0.00 → 'Aligned') again looks like a placeholder — real, quantified EV adoption and production targets exist, and the newest NDC references EV acceleration directly, but none of this is expressed as an absolute transport-sector emissions target comparable to AR6's 59%-by-2050 benchmark.",Partly,Revise Class,,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-056,Indonesia,D7,LULUCF and Carbon Sinks,"Land-use commitments, sink accounting, additionality, and offsets","Second NDC (Oct 2025); FOLU Net Sink 2030 program (launched COP26, 2021)","The FOLU Net Sink 2030 target pledges net negative Forestry and Other Land Use emissions of 140 MtCO2e by 2030 and 340 MtCO2e by 2050. The SNDC increases the sector's expected role further, with FOLU projected to absorb 118 MtCO2e in 2030 and 206 MtCO2e in 2035 — described by an Indonesian government official as the 'sector of hope, contributing the largest emission reductions' (Mongabay, secondary). Climate Action Tracker (secondary) states the '2035 NDC remains heavily reliant on LULUCF sinks to offset the continued growth of fossil fuel emissions,' with the FOLU target's credibility 'now being questioned amid calls for a “more realistic” approach' and ongoing food-estate-driven deforestation continuing in forest and peat areas.",IPCC AR6 WGIII Ch.7 (AFOLU),"AFOLU can provide 20–30% of global mitigation needed for 1.5/2°C pathways to 2050 (~8–14 GtCO2e/yr economic potential), led by forest/ecosystem protection; the chapter flags long-term additionality and permanence uncertainty for land-sink-heavy strategies.",0.7,Significant,Critical,High,"This is among the most extreme LULUCF-reliance cases reviewed: rather than merely supplementing gross cuts elsewhere, the forest sink is explicitly positioned as the primary mitigation mechanism while fossil energy emissions are allowed to keep rising, and independent academic modelling separately finds the conditional target 'requires a net-zero land sink before 2030... but allows energy emissions to increase by 65%' — a direct substitution of land-sink accounting for real energy-sector decarbonisation.",Yes,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-057,Japan,D1,Renewable Energy Targets,Share of renewable/non-fossil electricity or installed capacity vs IPCC electricity-share benchmark,"Japan's Second NDC (submitted UNFCCC Feb 18, 2025); 7th Strategic Energy Plan / GX Basic Policy (revised 2025)","Japan's revised energy strategy targets renewables at 40–50% of the electricity mix by FY2040, with nuclear contributing another ~20% (non-fossil ~60–70% by 2040). Climate Action Tracker (secondary) recommends Japan 'set new electricity mix targets for 2035 in the new Basic Energy Plan in line with the upcoming NDC target year' — implying no explicit 2035 electricity-mix figure was set alongside the 2035 NDC itself. The GX Basic Policy 'does not provide concrete emissions reduction targets; instead, it promotes the development of so-called “clean coal” technologies... inconsistent with pathways required to limit global warming to below 1.5°C' (CAT, secondary).",IPCC AR6 WGIII Ch.6; SPM.3,1.5–<2°C pathways: low-carbon sources ~93–97% of global electricity by 2050.,0.6,Significant,Significant,High,"A real, quantified 2040 non-fossil target exists (and is fairly strong at 60–70%), but there is a notable gap for 2035 specifically — the exact year the current NDC covers — and continued promotion of 'clean coal' technology is independently flagged as inconsistent with the pathway needed.",Yes,Retain Figure 2 Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-058,Japan,D2,Net Zero Pathway,"Net-zero target year, gases/sectors covered vs IPCC net-zero trajectory",Japan's Second NDC (Feb 2025),"NDC sets a 60% reduction by FY2035 and 73% by FY2040 (vs FY2013), explicitly designed as 'points on a straight-line trajectory' (linear pathway) between the 2030 target (46%) and net-zero by 2050. This design was adopted despite 'more than 80% of the 3,000-plus comments the government received calling for higher targets' (Climate Home News, secondary). We Mean Business Coalition/Japan Climate Initiative (secondary) state the targets 'are less ambitious than the global average reductions required to keep the 1.5°C goal within reach, and are insufficient given Japan's developed country status.'",IPCC AR6 Synthesis Report SPM B.6; WGIII Ch.3,"1.5°C (no/limited overshoot) pathways reach net-zero CO2 in the early 2050s, with GHG cuts of 43% [34–60%] by 2030 and 84% [73–98%] by 2050 vs 2019.",0.6,Significant,Critical,High,"A linear (rather than front-loaded) trajectory to net-zero directly conflicts with AR6's finding that early, steep cuts matter more than a straight-line path to the same endpoint — and multiple independent analyses, plus Japan's own public consultation majority, judged the resulting targets insufficient for a developed economy's fair share of 1.5°C-aligned effort.",Yes,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-059,Japan,D3,Methane Reduction,Specific methane reduction commitment vs IPCC rapid methane reduction requirement,"Japan's Second NDC (Feb 2025); Global Methane Pledge Champion statements (Japan, 2024)","Japan's NDC sets a quantified target: 'methane emissions reduction by 11% from the level of FY2013,' bringing methane down to an estimated 26.7 million t-CO2eq by FY2030 (GMP Methane Action Update, Sept 2024). Japan is also a Global Methane Pledge 'Champion' alongside the US, EU, Canada and Germany, publicly calling on 'every Party to include absolute target of methane' in their NDCs — a notably more ambitious international ask than Japan's own 11% domestic figure.",IPCC AR6 Synthesis Report SPM B.6.2,1.5°C (>50%) no/limited-overshoot pathways: global methane emissions reduced 34% [21–57%] by 2030 relative to 2019.,0.85,Critical,Significant,High,"Japan is one of relatively few countries reviewed with an actual quantified national methane target (not just GMP membership), which is genuine evidence — but the 11% figure is well below both the ~34% AR6 benchmark and the 30% collective GMP goal Japan itself champions internationally, a real ambition gap between Japan's international advocacy and its own domestic target.",Yes,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-060,Japan,D4,Adaptation Finance,Quantified adaptation finance needs/commitments and conditionality,"Japan's Climate Change Adaptation Plan (Cabinet-approved Oct 22, 2021); COP29 finance pledge (Nov 2024, Ministry of the Environment)","Domestically, Japan's Adaptation Plan sets sector-specific KPIs for adaptation measures. Internationally, Japan pledged USD 70 billion in public and private climate support for developing countries through 2025 at COP29, explicitly 'doubling adaptation funding' (amount for adaptation specifically not itemised), and has contributed up to USD 3 billion cumulatively to the Green Climate Fund (second-largest contributor after the UK). However, Climate Transparency (secondary) finds 'most of the country's climate finance remains dedicated to mitigation, failing to achieve a balance with adaptation,' and that 'Japan mostly provides its finance as loans rather than grants.'","IPCC AR6 WGII SPM C.3, C.5","AR6 WGII documents a widening adaptation finance gap; most tracked climate finance still goes to mitigation, and adaptation finance falls short of documented needs in developing countries.",0.65,Significant,Significant,High,"Among the largest quantified adaptation-relevant finance figures reviewed (domestic KPI-driven plan plus a large international pledge and major GCF contribution), but independently confirmed to be mitigation-skewed and loan-heavy rather than grant-based, which is a real quality gap short of full alignment.",Yes,Retain Figure 2 Class,,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-061,Japan,D5,Loss and Damage,"Loss and Damage finance needs, liability/compensation references, or related commitments","COP29 finance pledge (Nov 2024, Ministry of the Environment); 'Assistance Package by the Government of Japan for Averting, Minimizing and Addressing Loss and Damage' (Ministry of the Environment)","Japan pledged an initial USD 10 million to the international Fund for responding to Loss and Damage at COP29, as part of its broader $70 billion climate finance package. Japan also maintains a specifically named 'Assistance Package... for Averting, Minimizing and Addressing Loss and Damage' as a standing program area under its Ministry of the Environment.",IPCC AR6 WGII SPM B,"AR6 WGII recognizes losses and damages as escalating, unequally distributed, and worsening with each increment of warming, with hard/soft adaptation limits already reached in some systems.",1,Absent,Significant,High,"The system's default score (1.00 → 'Absent') doesn't match the evidence — Japan has both a quantified, named contribution to the international L&D Fund and a standing dedicated assistance program, comparable in kind to Canada's and the EU's stronger L&D evidence found elsewhere in this review.",Yes,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-062,Japan,D6,Transport Sector Targets,Transport electrification/modal shift/sector target vs IPCC transport mitigation pathway,"Long-Term Strategy (LTS, 2021 update) vehicle electrification targets; 'Guidelines for Promoting the Development of EV Charging Infrastructure' (Oct 2023)","Japan sets sector-segmented targets: 100% of new passenger-vehicle sales to be 'electrified vehicles' by 2035; 20–30% of new light commercial vehicle sales electrified by 2030, rising to 100% electrified/decarbonised-fuel by 2040; early adoption of 5,000 electrified heavy vehicles in the 2020s. Charging infrastructure targets call for doubling installed ports to 300,000 by 2030. However, Japan's 'electrified vehicle' definition includes non-plug-in hybrids, and CAT (secondary) recommends Japan 'strengthen its EV target to phase out all fossil-fuel passenger (ICE) cars from new sales by 2035' — Japan also declined to sign the COP26 100% Zero-Emission Vehicles declaration despite leading the global auto industry, reportedly due to domestic automaker lobbying for hybrid carve-outs.",IPCC AR6 WGIII Ch.10,1.5°C (no/limited overshoot) pathways require a 59% [42–68%] reduction in transport CO2 by 2050 vs modelled 2020 levels; light-duty-vehicle electrification is the leading near-term lever.,0,Aligned,Significant,High,"This is the most granular, sector-segmented transport target structure reviewed among all countries (separate passenger/light-commercial/heavy-vehicle tracks with distinct year-by-year milestones), but the inclusion of non-plug-in hybrids under 'electrified vehicle' is a real definitional gap that independent analysis and Japan's own declined international pledge both point to.",Yes,Revise Class,,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-063,Japan,D7,LULUCF and Carbon Sinks,"Land-use commitments, sink accounting, additionality, and offsets","Japan's Second NDC (Feb 2025); Climate Action Tracker Assumptions page (secondary, citing Government of Japan 2025c)","The NDC's headline 60%-by-2035 target embeds both a projected LULUCF sink of 91 MtCO2 for 2035 and Joint Crediting Mechanism (JCM) bilateral offset credits, which Japan states it aims to secure 'at the level of approximately 100 MtCO2 by FY2030 and approximately 200 MtCO2 by FY2040' and has confirmed will count toward its NDC targets. Climate Action Tracker (secondary) recalculates the target after removing both LULUCF and JCM to assess the underlying gross-emissions reduction separately.",IPCC AR6 WGIII Ch.7 (AFOLU),"AFOLU can provide 20–30% of global mitigation needed for 1.5/2°C pathways to 2050 (~8–14 GtCO2e/yr economic potential), led by forest/ecosystem protection; the chapter flags long-term additionality and permanence uncertainty for land-sink-heavy strategies.",0.6,Significant,Significant,Medium,"Similar to several other countries reviewed, Japan blends a domestic LULUCF sink together with international offset credits (JCM) into a single 'net' headline figure rather than reporting gross domestic reductions transparently — CAT's need to strip both out separately to assess real ambition is itself evidence of a transparency gap.",Partly,Retain Figure 2 Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-064,Mexico,D1,Renewable Energy Targets,Share of renewable/non-fossil electricity or installed capacity vs IPCC electricity-share benchmark,"Mexico's Third NDC / NDC 3.0 (submitted UNFCCC Nov 17, 2025, presented at COP30)","NDC 3.0 sets the goal of 'achieving 38.5% clean electricity generation by 2030 and 43.3% by 2035' (SEMARNAT Minister Alicia Bárcena, COP30 remarks, primary statement). Mexico's track record on prior targets is weak: the 2015 NDC's goal of 35% clean electricity by 2024 was missed, with the country reaching only 26.5% in 2024 (Mexico Business News, secondary, citing the latest government report).",IPCC AR6 WGIII Ch.6; SPM.3,1.5–<2°C pathways: low-carbon sources ~93–97% of global electricity by 2050.,0.6,Significant,Significant,High,"A specific, quantified 2035 target exists and is embedded in the current NDC, but Mexico's own track record shows a comparable prior target (35% by 2024) was missed by nearly 9 percentage points — real evidence of implementation risk that keeps this below full alignment even before considering the large remaining gap to AR6's global 2050 benchmark.",Yes,Retain Figure 2 Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-065,Mexico,D2,Net Zero Pathway,"Net-zero target year, gases/sectors covered vs IPCC net-zero trajectory","NDC 3.0 (Nov 2025); net-zero-by-2050 announcement (COP29, 2024)","For the first time, Mexico's NDC sets an absolute (not BAU-percentage) net emissions cap for 2035: 364–404 MtCO2e unconditionally, 332–363 MtCO2e with international support, covering all GHGs and sectors (including LULUCF), reaffirming net zero by 2050. Climate Action Tracker (secondary) states this 'would lead Mexico closer to a 1.5°C-compatible national emissions trajectory' versus the previous 2030 NDC, though Mexico has not yet submitted an updated Long-Term Strategy. Independent commentary (Isabel Studer, Sostenibilidad Global, secondary) flags a 'structural contradiction': PEMEX's 2026 budget (US$28.2 billion) dwarfs SEMARNAT's environment budget (US$103 million, a 4% real decline), and the Minister herself stated PEMEX's continued oil production growth is compatible with the target only because 'it will have to offset its emissions with nature-based solutions.'",IPCC AR6 Synthesis Report SPM B.6; WGIII Ch.3,"1.5°C (no/limited overshoot) pathways reach net-zero CO2 in the early 2050s, with GHG cuts of 43% [34–60%] by 2030 and 84% [73–98%] by 2050 vs 2019.",0.85,Critical,Significant,High,"This is a genuine, quantified, first-ever absolute headline target and CAT independently confirms it narrows the gap to 1.5°C alignment — real progress. However, the explicit ministerial admission that rising PEMEX oil emissions will be offset by forest/mangrove sinks rather than reduced at the source is a serious, self-acknowledged credibility gap in how the target will actually be met.",Yes,Retain Figure 2 Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-066,Mexico,D3,Methane Reduction,Specific methane reduction commitment vs IPCC rapid methane reduction requirement,NDC 3.0 (Nov 2025); Natural Resource Governance Institute analysis (Sept 2025); Climate & Clean Air Coalition Mexico partner page,"No quantified national methane reduction target was found in the NDC. NRGI (secondary) frames methane action as a forward-looking opportunity, not an existing commitment: 'the updated NDC offers the right framework for Pemex to adopt absolute, phased reduction targets... and join the Oil & Gas Methane Partnership (OGMP 2.0)' — implying PEMEX has not yet done so. The Climate & Clean Air Coalition (secondary) lists ongoing, unfinished work to 'develop a methane roadmap for the livestock sub-sector and inclusion of agricultural livestock methane in Mexico's NDC 3.0,' indicating this remains in progress rather than completed. Mexico does have federal oil & gas methane regulations (since 2020, the first in Latin America) and 2019 pipeline-venting guidelines, but these are process/regulatory measures, not a quantified reduction target.",IPCC AR6 Synthesis Report SPM B.6.2,1.5°C (>50%) no/limited-overshoot pathways: global methane emissions reduced 34% [21–57%] by 2030 relative to 2019.,0.8,Critical,Absent,Medium,"Despite methane being tied for Mexico's largest single emissions source (~22% of total GHG, per CGS/UMD analysis) and years of regulatory groundwork, no quantified national methane reduction target was found — multiple sources frame this as a recommended next step rather than a completed commitment, matching the rubric's definition of Absent more closely than 'Critical' (which would imply an existing but insufficient target).",Partly,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-067,Mexico,D4,Adaptation Finance,Quantified adaptation finance needs/commitments and conditionality,NDC 3.0 (Nov 2025) — adaptation and means-of-implementation components,"NDC 3.0 adds new 'means of implementation' and 'cross-cutting issues' components and frames adaptation around six axes (including a new climate-security axis), but no quantified adaptation-specific finance figure was found across multiple searches of NDC summaries, UNDP Climate Promise coverage, and Climate Action Tracker's policy analysis. References found (e.g., 'Solar Roofs for Well-Being,' rural electrification) are mitigation/access programs, not disaggregated adaptation finance commitments.","IPCC AR6 WGII SPM C.3, C.5","AR6 WGII documents a widening adaptation finance gap; most tracked climate finance still goes to mitigation, and adaptation finance falls short of documented needs in developing countries.",0.85,Critical,Absent,Medium,"Unlike mitigation (which now has a specific absolute 2035 emissions cap) and loss and damage (which has a dedicated named component), no quantified adaptation finance figure could be found in NDC 3.0 despite extensive searching — a real structural asymmetry within the same NDC. Confidence is Medium rather than High only because the full NDC 3.0 primary text was not directly reviewed line-by-line; a subsequent primary-document check is recommended before finalizing this classification.",Partly,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-068,Mexico,D5,Loss and Damage,"Loss and Damage finance needs, liability/compensation references, or related commitments","NDC 3.0 (Nov 2025), dedicated Loss and Damage component","For the first time, Mexico's NDC includes 'loss and damage as a dedicated component, addressing climate-induced displacement, risk-transfer mechanisms, and resilient reconstruction' (UNDP Climate Promise, primary NDC summary). Mexico Business News (secondary) adds the component is 'focused on resilience and financial risk tools, such as parametric insurance, to protect vulnerable communities.'",IPCC AR6 WGII SPM B,"AR6 WGII recognizes losses and damages as escalating, unequally distributed, and worsening with each increment of warming, with hard/soft adaptation limits already reached in some systems.",1,Absent,Significant,High,"This is the most substantive *domestic* loss-and-damage framework embedded directly within an NDC among all countries reviewed — naming specific mechanisms (parametric insurance, displacement response, resilient reconstruction) rather than a general statement of intent. It falls short of 'Aligned' only because no quantified finance figure was found attached to this specific component.",Yes,Retain Figure 2 Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-069,Mexico,D6,Transport Sector Targets,Transport electrification/modal shift/sector target vs IPCC transport mitigation pathway,"2023 National Electric Mobility Strategy (ENME, SEMARNAT); Norma 163 (published Jan 2024, five years delayed)","The ENME sets qualitative priority areas across electric public transport, freight, private light vehicles, and alternative electric mobility, organized around five working groups (regulation, incentives/financing, pilot projects, city alliances, infrastructure/research). Norma 163 (Jan 2024) is a real, binding emissions-limit standard for new light vehicles — a more concrete regulatory instrument than most peers' purely aspirational transport language. However, EV adoption remains minimal: cumulative EV/PHEV/HEV sales from Jan 2016–June 2023 were only 2.5% of total light-vehicle sales, and no absolute transport-sector emissions or EV-sales-share numeric target was found in the NDC itself.",IPCC AR6 WGIII Ch.10,1.5°C (no/limited overshoot) pathways require a 59% [42–68%] reduction in transport CO2 by 2050 vs modelled 2020 levels; light-duty-vehicle electrification is the leading near-term lever.,0.6,Significant,Not Comparable,Medium,"A genuinely binding regulatory standard (Norma 163) sets this apart from most peers' qualitative-only transport commitments, but there is still no absolute transport-emissions or numeric electrification-share target to benchmark against AR6's 59%-by-2050 metric, and real-world EV penetration remains very low.",Partly,Revise Class,,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
